-5.000000000000000000e-01,-5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e-01,-5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.998641975916395808e-01,7.222996056139786569e-01,-6.689115615135156068e-01,-4.892652296051258620e-02
-5.000000000000000000e-01,-5.000000000000000000e-01,1.249932098795819846e-01,3.611498028069893423e-02,-3.344557807567578173e-02,-2.446326148025629484e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.735129130937064001e-01,4.692570239001813692e-01,-5.608047323644819171e-01,-7.149383470512525596e-02
-4.987109752160812093e-01,-4.986003758727655111e-01,1.636220208141122567e-01,5.973123040678473411e-02,-6.133845849665345296e-02,-7.033704883338529057e-03,1.640199774959399601e-02,1.770064264313284119e-02,9.253803032554823726e-01,3.127595336396242209e-01,-3.793772140012571237e-01,-5.739163905953609951e-02
-4.950901551780835796e-01,-4.949293016119954980e-01,2.096186564069223435e-01,7.561467404800344128e-02,-8.010218876110100639e-02,-1.103805969209007733e-02,4.621315485014415581e-02,4.726208775174895599e-02,1.002792703611792735e+00,1.700941071965703377e-01,-2.234505710899772346e-01,-3.744873467908015757e-02
-4.888688537154062264e-01,-4.887162210601236345e-01,2.590918759884162093e-01,8.433700920758870068e-02,-9.110134381145280902e-02,-1.375786934201328124e-02,8.506824604889021146e-02,8.472497799889829040e-02,1.031996708900598136e+00,5.455910696162560858e-02,-9.407238460866731988e-02,-1.845075157655109641e-02
-4.801066259053292096e-01,-4.800270419770265029e-01,3.095527704471672803e-01,8.718513898952780228e-02,-9.571053330526568814e-02,-1.507882488779430964e-02,1.294596079769997354e-01,1.262704323513069715e-01,1.028951180800874665e+00,-3.538389241653701334e-02,1.041578577395985139e-02,-3.080328143898376086e-03
-4.689815883331858726e-01,-4.690887286210508322e-01,3.594045327187563310e-01,8.542632083397933007e-02,-9.517831115068497994e-02,-1.518740566930254325e-02,1.765630217478081632e-01,1.687193522712582272e-01,1.004083376397127303e+00,-1.019758333358487951e-01,9.264423754398815047e-02,8.154043855111748479e-03
-4.557023148565357284e-01,-4.561968239282623294e-01,4.076437289953933063e-01,8.025101760326776301e-02,-9.059777729493137532e-02,-1.438231463783261506e-02,2.240777875324709290e-01,2.095990558551823202e-01,9.645573018629356454e-01,-1.483699305808796054e-01,1.551876197049096850e-01,1.559351659853169814e-02
-4.404784986517079615e-01,-4.416639681687635766e-01,4.536688856250026269e-01,7.270540900664851369e-02,-8.292587162559635072e-02,-1.297735607883190000e-02,2.701175513740254330e-01,2.471323216995616745e-01,9.154835415698474588e-01,-1.782863088925459583e-01,2.003134730463760893e-01,1.981011278039668255e-02
-4.235164070700798700e-01,-4.257934444080305192e-01,4.971520306575544224e-01,6.364851213217760650e-02,-7.300860981102684499e-02,-1.125599972522555066e-02,3.131540020357289622e-01,2.801652774955426528e-01,8.606162555574058404e-01,-1.949542545768336022e-01,2.303434679180406397e-01,2.150069940455801368e-02
-4.050222824724680204e-01,-4.088673095774633670e-01,5.379505501484926899e-01,5.376875392302891965e-02,-6.158313552800319390e-02,-9.445763101101170220e-03,3.519854554838114935e-01,3.080539746221115371e-01,8.027586799856792910e-01,-2.011651816515600544e-01,2.475415413713299984e-01,2.136023978252013511e-02
-3.852071738815799895e-01,-3.911417869602201725e-01,5.760451507578882024e-01,4.360371951804447449e-02,-4.928134371000048031e-02,-7.710826385786165652e-03,3.857132550298110196e-01,3.305520636893900521e-01,7.440124749353088651e-01,-1.994505426566385298e-01,2.539823579289416933e-01,1.997842790608676811e-02
-3.642900508860801856e-01,-3.728464909250321924e-01,6.114956933561601637e-01,3.355466917645180680e-02,-3.663783910540529404e-02,-6.157415166269966829e-03,4.137225067822284941e-01,3.477092337509172792e-01,6.859430560085383322e-01,-1.918532968999368815e-01,2.516390264599422388e-01,1.785348120477684569e-02
-3.424980755146789790e-01,-3.541856667889009547e-01,6.444099486541767785e-01,2.391383055780432754e-02,-2.409291798915273036e-02,-4.842257011689142694e-03,4.356580480051298054e-01,3.597788068939441475e-01,6.296915998140584225e-01,-1.800707586982746855e-01,2.423119125158167964e-01,1.537327960559608381e-02
-3.200645835633182390e-01,-3.353401754790126255e-01,6.749216101142202495e-01,1.488479384272801444e-02,-1.199916642716905395e-02,-3.783802937546619505e-03,4.513969447850049166e-01,3.671450844098970712e-01,5.760585078801077064e-01,-1.654837904605444832e-01,2.276219428120481170e-01,1.282041614732591997e-02
-2.972253136185320499e-01,-3.164696908590784452e-01,7.031752445135257545e-01,6.600880342576454993e-03,-6.288711548984530358e-04,-2.973395770489986687e-03,4.610173385552510661e-01,3.702667667520098682e-01,5.255693271946914047e-01,-1.491920313633267048e-01,2.090073608213282308e-01,1.038564698187907816e-02
-2.742136666258846445e-01,-2.977147905559635044e-01,7.293164337376140116e-01,-8.590911604565093854e-04,9.817841521496726773e-03,-2.385143489985378819e-03,4.647648054980357268e-01,3.696350504217339461e-01,4.785294434467177727e-01,-1.320549823275176948e-01,1.877227856901442227e-01,8.184162024233925664e-03
-2.512557026163123042e-01,-2.791987892188219633e-01,7.534857663919608539e-01,-7.457901778122434829e-03,1.920432888936148691e-02,-1.983979754144043085e-03,4.630179570036408454e-01,3.657442405001178343e-01,4.350708647695245013e-01,-1.147315415550194118e-01,1.648426736907827594e-01,6.272653685096957893e-03
-2.285654209019746530e-01,-2.610292672572196992e-01,7.758156214240963244e-01,-1.318963578315746760e-02,2.744857238006396388e-02,-1.731777740252781047e-03,4.562549508802688503e-01,3.590723352023140746e-01,3.951921797675989612e-01,-9.776944685084223985e-02,1.412418507292976244e-01,4.653358067675895070e-03
-2.063406943021581508e-01,-2.432993117734723876e-01,7.964288734420922333e-01,-1.807427797981059001e-02,3.451311935762812338e-02,-1.592221233186307504e-03,4.450235063967478144e-01,3.500696412915834665e-01,3.587941295341654513e-01,-8.152411309206622492e-02,1.176636820628101654e-01,3.310110526903871017e-03
-1.847599930830456372e-01,-2.260885351812360888e-01,8.154389302529795325e-01,-2.214844137321506437e-02,4.039833375905801244e-02,-1.533036009278665283e-03,4.299121892673383738e-01,3.391504457214526425e-01,3.257097280558503005e-01,-6.612896096580103689e-02,9.476108018410382694e-02,2.239248305819204702e-03
-1.639801173663853473e-01,-2.094639648411875665e-01,8.329505344590113491e-01,-2.545460635704634156e-02,4.513770527163800395e-02,-1.526027268030659845e-03,4.115236783057410475e-01,3.266894733672285334e-01,2.957267051508093436e-01,-5.179264071999604979e-02,7.296801827014899600e-02,1.402827038593226858e-03
-1.441349963696806347e-01,-1.934808196470759745e-01,8.490607898020091637e-01,-2.804526551990774511e-02,4.878670950972278236e-02,-1.548790404049966421e-03,3.904568460720648226e-01,3.130261585415650694e-01,2.686105681977583037e-01,-3.834012360144149062e-02,5.275830448359433711e-02,8.280078621296048640e-04
-1.253351705902674418e-01,-1.781831445172824546e-01,8.638605057146676591e-01,-2.996386278587153187e-02,5.142474832585936656e-02,-1.581416446094662713e-03,3.672849648714389126e-01,2.984623880301340848e-01,2.441088323925443837e-01,-2.662875185005564999e-02,3.396422746777382623e-02,3.164960659363761373e-04
-1.076683168374259758e-01,-1.636044344325634226e-01,8.774347976702251417e-01,-3.129710490347335783e-02,5.312267150240049252e-02,-1.616522513681471502e-03,3.425612587840753398e-01,2.832798866130503690e-01,2.219766926572886434e-01,-1.641454649326047621e-02,1.686948130620206238e-02,-1.494208139580554054e-04
-9.119932919764892065e-02,-1.497680405454544228e-01,8.898646028166221633e-01,-3.211963272851755397e-02,5.396549872252975888e-02,-1.650431717603945830e-03,3.167979914682608755e-01,2.677138755051213792e-01,2.019839914631555433e-01,-7.029447837495424872e-03,1.867046576271652603e-03,-4.465545848837833807e-04
-7.597170509972295260e-02,-1.366884278430312849e-01,9.012275357234946771e-01,-3.247247253826017477e-02,5.405808586588953940e-02,-1.675782763030553681e-03,2.904521062461500325e-01,2.519598442089829304e-01,1.839088533576180018e-01,1.160936764095165177e-03,-1.124196717625811429e-02,-6.443734224323980405e-04
-6.200961773799722188e-02,-1.243722086752460376e-01,9.115978057568401294e-01,-3.241518066320903807e-02,5.349523780051140820e-02,-1.689755343982809500e-03,2.639326676824400586e-01,2.361997845827144560e-01,1.675474618870329280e-01,8.093964721470808810e-03,-2.255260605577911331e-02,-7.945419625722878899e-04
-4.931953377515822801e-02,-1.128184704278121508e-01,9.210466289510306215e-01,-3.201065164901811116e-02,5.236691233564542275e-02,-1.692920160666411484e-03,2.375989537311622712e-01,2.205920096876358705e-01,1.527165617091870986e-01,1.389884005418934310e-02,-3.210773229250002414e-02,-9.041200380479968383e-04
-3.789209140652130547e-02,-1.020195452549616522e-01,9.296424355131736039e-01,-3.131538478688539184e-02,5.076090132956686402e-02,-1.686713799952667967e-03,2.117596038732176000e-01,2.052691219241220555e-01,1.392522525064006644e-01,1.865316514938401837e-02,-4.000887277476694592e-02,-9.805630239754349695e-04
-2.770410759016392332e-02,-9.196192394075029808e-02,9.374508328806192559e-01,-3.038203404769421190e-02,4.875990339703167864e-02,-1.673065910022328165e-03,1.866745734637298981e-01,1.903418469660552725e-01,1.270092336324092908e-01,2.243195634139269132e-02,-4.638055368502552733e-02,-1.031690514651929184e-03
-1.872055100354243565e-02,-8.262709083780625519e-02,9.445345115347979492e-01,-2.925951465867055942e-02,4.644037893885082091e-02,-1.654158218080354313e-03,1.625579430444698548e-01,1.759008690142450648e-01,1.158472612620180114e-01,2.389536684484893855e-02,-5.205204420212831279e-02,-1.391911068479585734e-03
-1.089642226638533155e-02,-7.399231531715734500e-02,9.509525044051748699e-01,-2.806444078619212135e-02,4.383685467655300261e-02,-1.647576874561962335e-03,1.395929051549821553e-01,1.620243961132953325e-01,1.056853074821506866e-01,2.751381275756967226e-02,-5.498660774803917212e-02,-1.156420624525545879e-03
-4.178031457304064861e-03,-6.603148623556423513e-02,9.567625901255253362e-01,-2.668790136012307024e-02,4.108698442013933999e-02,-1.628208238143281916e-03,1.179057772385474212e-01,1.487192760503553701e-01,9.640368388114058107e-02,2.902152995777040889e-02,-5.752281147171518783e-02,-1.074212350952393185e-03
1.494309908077852585e-03,-5.871755027303138252e-02,9.620174020415792615e-01,-2.523587696344407882e-02,3.821043478929733034e-02,-1.605131208906992058e-03,9.758719082810356216e-02,1.360691982136088274e-01,8.791831222832677262e-02,2.985369328041114975e-02,-5.909926423553496511e-02,-1.026274068999839459e-03
6.184929272732494175e-03,-5.201964196375148675e-02,9.667666550996545372e-01,-2.374230286985843513e-02,3.525511765212348270e-02,-1.581848405655528114e-03,7.870386605091161947e-02,1.241034280945797069e-01,8.015439779311905877e-02,3.013754915574972520e-02,-5.981921818377223393e-02,-9.838412142111011699e-04
9.961594197987120453e-03,-4.590538119652869120e-02,9.710566824325699287e-01,-2.223465556441654722e-02,3.226383187801983021e-02,-1.560007401973109286e-03,6.129621577493256368e-02,1.128373469705552523e-01,7.304608030645527716e-02,2.997546850491077108e-02,-5.979219323244026885e-02,-9.367611429934805936e-04
1.289429982155955445e-02,-4.034152762341017273e-02,9.749304181117183221e-01,-2.073524822578014237e-02,2.927391984516756682e-02,-1.540356190492003785e-03,4.538168254605565860e-02,1.022751620607198486e-01,6.653506048453834698e-02,2.944540962470057477e-02,-5.912868584751112405e-02,-8.835770840657927120e-04
1.505418446599447735e-02,-3.529451194135226066e-02,9.784274284670279043e-01,-1.926247617856482672e-02,2.631720509638361960e-02,-1.523220199572440864e-03,3.095806149601031815e-02,9.241197870278683446e-02,6.056950525105925937e-02,2.861796135117003481e-02,-5.793009393834162163e-02,-8.252294418732291107e-04
1.651258286159298580e-02,-3.073087576996377107e-02,9.815839930361747179e-01,-1.783119546037194997e-02,2.342044299775733820e-02,-1.508678579104755528e-03,1.800666458558663335e-02,8.323526165453108694e-02,5.510308145773722827e-02,2.755725783916198809e-02,-5.628774552913547169e-02,-7.632378085853367593e-04
