6.045432793888744882e+00,5.843406507174448983e+00,6.049726292368323044e+00,6.100648659915248295e+00
7.491942874831938326e+00,8.857178298393161953e+00,7.537174455595915035e+00,8.631184842996486140e+00
4.605764928274550307e+00,2.799945859823276262e+00,4.604832824410175718e+00,3.275535779208738951e+00
4.212782748859834392e+00,2.658449416471841964e+00,4.095732108145844208e+00,2.058011726848137712e+00
3.810079466138652560e+00,3.820361045329343064e+00,3.649732122303369852e+00,4.045626798011405789e+00
4.034844679564710823e+00,3.693352663733699082e+00,3.937888310529448876e+00,3.622674964121102459e+00
4.028571323536163540e+00,3.688984570789973993e+00,3.924050663195547628e+00,3.600702782574555894e+00
4.011603563060358368e+00,3.663267597143005538e+00,3.912132627807874741e+00,3.599601280534240999e+00
4.003511905936127491e+00,3.632752081111983333e+00,3.911865799837778823e+00,3.595371031157482911e+00
3.991805511807132945e+00,3.618741325412045295e+00,3.911730177899840122e+00,3.597635726264429401e+00
3.975650853377497906e+00,3.624752964735740157e+00,3.907630117349409904e+00,3.611778583869237114e+00
3.959097413528026799e+00,3.646872731130179623e+00,3.902031220169018599e+00,3.637618501244011870e+00
3.945954851122229545e+00,3.680099922651825395e+00,3.898679963182253516e+00,3.672650370466957970e+00
3.938072615480503913e+00,3.720665870996127111e+00,3.899553130698082182e+00,3.714308688763152677e+00
3.935943544684366913e+00,3.765665062771215599e+00,3.905202583260357407e+00,3.760204639226386814e+00
3.939364041856632248e+00,3.812615798898841390e+00,3.915444939598718310e+00,3.808069722242140465e+00
3.947751629622330949e+00,3.859371059516872204e+00,3.929718993527961501e+00,3.855825019430579648e+00
3.960292713784919982e+00,3.904167061247242110e+00,3.947251899691289534e+00,3.901700984648727388e+00
3.976035815405619012e+00,3.945675818765711718e+00,3.967157006146442733e+00,3.944329696555815890e+00
3.993970953018415315e+00,3.983018445395801521e+00,3.988509285272024751e+00,3.982781941480209031e+00
4.013103867307544981e+00,4.015734779719734249e+00,4.010411017268924461e+00,4.016550035494828030e+00
4.032521860859799467e+00,4.043720462497621959e+00,4.032047974702551940e+00,4.045490672958568013e+00
4.051445111985971792e+00,4.067147112719077917e+00,4.052732533081278454e+00,4.069746231224219635e+00
4.069258838695228420e+00,4.086379849742529657e+00,4.071930438437115107e+00,4.089661178221164484e+00
4.085525082331360913e+00,4.101902240120784526e+00,4.089270237300898891e+00,4.105705390852067538e+00
4.099976379591148579e+00,4.114254054390564797e+00,4.104537116945849995e+00,4.118410719113356322e+00
4.112496041663905366e+00,4.123983379791995141e+00,4.117655016394921930e+00,4.128322623080715736e+00
4.123090684677392481e+00,4.131612196785344970e+00,4.128661784742040375e+00,4.135965834932435747e+00
4.131860200592822885e+00,4.137613410368568445e+00,4.137681885583770480e+00,4.141821686545203107e+00
4.138969046317042988e+00,4.142397125184409390e+00,4.144900075408600948e+00,4.146314531434771133e+00
4.144621162281082682e+00,4.146304205980472446e+00,4.150538141481644239e+00,4.149805041172479392e+00
4.149039462939450473e+00,4.149605524796823097e+00,4.154835587323296942e+00,4.152588658224501295e+00
4.152449891471301946e+00,4.152505580138030616e+00,4.158034315204927722e+00,4.154897911693682389e+00
4.155069520716163645e+00,4.155149335398991894e+00,4.160366905086656963e+00,4.156907576996477616e+00
4.157098016544990671e+00,4.157631198329069022e+00,4.162047946409375143e+00,4.158741805043900897e+00
4.158711824991949690e+00,4.160005112196072830e+00,4.163267922604220850e+00,4.160482417722383808e+00
4.160060579976889272e+00,4.162294806878677811e+00,4.164189267072959666e+00,4.162177621944863404e+00
4.161265369135402459e+00,4.164503394323388896e+00,4.164944324626996597e+00,4.163850474950309355e+00
4.162418594694676344e+00,4.166621689815828589e+00,4.165635021377210201e+00,4.165506556855150144e+00
4.163585210414563420e+00,4.168634877884217715e+00,4.166334057898007259e+00,4.167140469268798775e+00
4.164805112621931649e+00,4.170527386070273401e+00,4.167087406708462005e+00,4.168740961929137789e+00
4.166096433477259886e+00,4.172286046211245214e+00,4.167917839373941113e+00,4.170294666217411184e+00
4.167459450730593318e+00,4.173901784025026984e+00,4.168829156709856321e+00,4.171788559850742040e+00
4.168880809106718210e+00,4.175370170102471690e+00,4.169810768034340143e+00,4.173211384126513046e+00
4.170337754784477546e+00,4.176691190199378845e+00,4.170842272624124547e+00,4.174554278665826068e+00
4.171802117957639666e+00,4.177868563244940603e+00,4.171897738324960692e+00,4.175810894723224642e+00
4.173243833700166050e+00,4.178908871516170187e+00,4.172949440247033515e+00,4.176977210411559227e+00
4.174633858723730384e+00,4.179820689443602078e+00,4.173970903973343916e+00,4.178051215938057616e+00
4.175946410761189220e+00,4.180613822228118615e+00,4.174939179843858206e+00,4.179032578820709887e+00
4.177160519675769734e+00,4.181298703564846342e+00,4.175836347480182731e+00,4.179922348412658195e+00
4.178260929524664213e+00,4.181885957847120139e+00,4.176650306668486579e+00,4.180722721217568605e+00
4.179238426485070157e+00,4.182386105990331338e+00,4.177374949898773338e+00,4.181436864415484678e+00
4.180089689163970057e+00,4.182809382264450093e+00,4.178009834192017991e+00,4.182068782851708910e+00
4.180816767368457754e+00,4.183165627901664685e+00,4.178559478064967969e+00,4.182623211251955020e+00
4.181426295615535693e+00,4.183464231550064305e+00,4.179032406998588911e+00,4.183105515257785179e+00
4.181928541226293206e+00,4.183714093543873247e+00,4.179440060899121789e+00,4.183521589245826178e+00
4.182336376117497423e+00,4.183923598217426765e+00,4.179795662548182023e+00,4.183877743870513477e+00
4.182664248194448930e+00,4.184100584869412387e+00,4.180113129055203380e+00,4.184180580747844935e+00
4.182927213880899942e+00,4.184252312999617196e+00,4.180406090370450300e+00,4.184436855205128758e+00
4.183140078719560506e+00,4.184385421077468692e+00,4.180687061050621267e+00,4.184653330496579393e+00
4.183316678784964715e+00,4.184505880570001501e+00,4.180966794435329703e+00,4.184836628463249220e+00
4.183469322342215690e+00,4.184618948524700954e+00,4.181253832744704191e+00,4.184993082490370497e+00
4.183608399127325406e+00,4.184729122898737330e+00,4.181554252778773240e+00,4.185128598948994139e+00
4.183742154115577705e+00,4.184840105205601013e+00,4.181871595234561312e+00,4.185248533207122534e+00
4.183876613919161436e+00,4.184954774999006588e+00,4.182206956415845944e+00,4.185357585812036874e+00
4.184015647179536224e+00,4.185075180276434992e+00,4.182559214447318041e+00,4.185459723607015903e+00
4.184161135572946222e+00,4.185202547093558323e+00,4.182925358049605968e+00,4.185558129380472003e+00
4.184313229310982152e+00,4.185337310583537196e+00,4.183300884377606721e+00,4.185655182205649361e+00
4.184470660172252110e+00,4.185479168246803994e+00,4.183680233131158666e+00,4.185752468999151432e+00
4.184631085932073447e+00,4.185627154921489179e+00,4.184057226758406856e+00,4.185850826122774038e+00
4.184791442274621076e+00,4.185779737385730392e+00,4.184425490648063573e+00,4.185950408209079932e+00
